timestamp,protocolo,tipo_evento,seq_num,ack_num,tamanho_payload,tamanho_pacote,rtt_ms,perdido,retransmissao,timeout_disparado,cwnd,ssthresh,janela,flags
0.065029,R-UDP,ACK,0,29,0,106,21.4057,Nao,Nao,Nao,,,10,ACK
0.065099,R-UDP,DATA,37,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.065199,R-UDP,DATA,38,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.065299,R-UDP,DATA,39,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.076429,R-UDP,ACK,0,30,0,106,19.4867,Nao,Nao,Nao,,,10,ACK
0.076429,R-UDP,DATA,40,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.084438,R-UDP,ACK,0,31,0,106,24.4071,Nao,Nao,Nao,,,10,ACK
0.084438,R-UDP,DATA,41,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.08559,R-UDP,ACK,0,32,0,106,21.4862,Nao,Nao,Nao,,,10,ACK
0.08559,R-UDP,DATA,42,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.0856,R-UDP,ACK,0,33,0,106,21.3962,Nao,Nao,Nao,,,10,ACK
0.08561,R-UDP,ACK,0,34,0,106,21.1901,Nao,Nao,Nao,,,10,ACK
0.08569,R-UDP,DATA,43,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.08579,R-UDP,DATA,44,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.086467,R-UDP,ACK,0,35,0,106,21.7184,Nao,Nao,Nao,,,10,ACK
0.086467,R-UDP,DATA,45,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.087815,R-UDP,ACK,0,36,0,106,22.816,Nao,Nao,Nao,,,10,ACK
0.087815,R-UDP,DATA,46,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.087825,R-UDP,ACK,0,37,0,106,22.726,Nao,Nao,Nao,,,10,ACK
0.087835,R-UDP,ACK,0,38,0,106,22.636,Nao,Nao,Nao,,,10,ACK
0.087915,R-UDP,DATA,47,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.088015,R-UDP,DATA,48,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.088964,R-UDP,ACK,0,39,0,106,23.6647,Nao,Nao,Nao,,,10,ACK
0.088964,R-UDP,DATA,49,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.094928,R-UDP,ACK,0,40,0,106,18.4983,Nao,Nao,Nao,,,10,ACK
0.094928,R-UDP,DATA,50,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.10676,R-UDP,ACK,0,41,0,106,22.3222,Nao,Nao,Nao,,,10,ACK
0.10676,R-UDP,DATA,51,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.10677,R-UDP,ACK,0,42,0,106,21.1801,Nao,Nao,Nao,,,10,ACK
0.10678,R-UDP,ACK,0,43,0,106,21.0901,Nao,Nao,Nao,,,10,ACK
0.10679,R-UDP,ACK,0,44,0,106,21.0001,Nao,Nao,Nao,,,10,ACK
0.1068,R-UDP,ACK,0,45,0,106,20.3328,Nao,Nao,Nao,,,10,ACK
0.10686,R-UDP,DATA,52,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.10696,R-UDP,DATA,53,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.10706,R-UDP,DATA,54,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.10716,R-UDP,DATA,55,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.108719,R-UDP,ACK,0,46,0,106,20.9035,Nao,Nao,Nao,,,10,ACK
0.108719,R-UDP,DATA,56,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.110644,R-UDP,ACK,0,47,0,106,22.7286,Nao,Nao,Nao,,,10,ACK
0.110644,R-UDP,DATA,57,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.110954,R-UDP,ACK,0,48,0,106,22.9387,Nao,Nao,Nao,,,10,ACK
0.110954,R-UDP,DATA,58,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.110964,R-UDP,ACK,0,49,0,106,22.0,Nao,Nao,Nao,,,10,ACK
0.111054,R-UDP,DATA,59,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.114498,R-UDP,ACK,0,50,0,106,19.57,Nao,Nao,Nao,,,10,ACK
0.114498,R-UDP,DATA,60,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.125884,R-UDP,ACK,0,51,0,106,19.1244,Nao,Nao,Nao,,,10,ACK
0.125884,R-UDP,DATA,61,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.127165,R-UDP,ACK,0,52,0,106,20.3054,Nao,Nao,Nao,,,10,ACK
0.127165,R-UDP,DATA,62,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.130259,R-UDP,ACK,0,53,0,106,23.2991,Nao,Nao,Nao,,,10,ACK
0.130259,R-UDP,DATA,63,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.130269,R-UDP,ACK,0,54,0,106,23.2091,Nao,Nao,Nao,,,10,ACK
0.130279,R-UDP,ACK,0,55,0,106,23.1191,Nao,Nao,Nao,,,10,ACK
0.130289,R-UDP,ACK,0,56,0,106,21.5705,Nao,Nao,Nao,,,10,ACK
0.130359,R-UDP,DATA,64,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.130459,R-UDP,DATA,65,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.130559,R-UDP,DATA,66,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.132159,R-UDP,ACK,0,57,0,106,21.5153,Nao,Nao,Nao,,,10,ACK
0.132159,R-UDP,DATA,67,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.134667,R-UDP,ACK,0,58,0,106,23.7137,Nao,Nao,Nao,,,10,ACK
0.134667,R-UDP,DATA,68,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.134677,R-UDP,ACK,0,59,0,106,23.6237,Nao,Nao,Nao,,,10,ACK
0.134687,R-UDP,ACK,0,60,0,106,20.1897,Nao,Nao,Nao,,,10,ACK
0.134767,R-UDP,DATA,69,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.134867,R-UDP,DATA,70,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.147465,R-UDP,ACK,0,61,0,106,21.5807,Nao,Nao,Nao,,,10,ACK
0.147465,R-UDP,DATA,71,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.148662,R-UDP,ACK,0,62,0,106,21.4971,Nao,Nao,Nao,,,10,ACK
0.148662,R-UDP,DATA,72,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.14874,R-UDP,ACK,0,63,0,106,18.481,Nao,Nao,Nao,,,10,ACK
0.148762,R-UDP,DATA,73,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.150245,R-UDP,ACK,0,64,0,106,19.8861,Nao,Nao,Nao,,,10,ACK
0.150245,R-UDP,DATA,74,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.15032,R-UDP,ACK,0,65,0,106,19.8605,Nao,Nao,Nao,,,10,ACK
0.150345,R-UDP,DATA,75,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.150443,R-UDP,ACK,0,66,0,106,19.884,Nao,Nao,Nao,,,10,ACK
0.150445,R-UDP,DATA,76,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.153797,R-UDP,ACK,0,67,0,106,21.6384,Nao,Nao,Nao,,,10,ACK
0.153797,R-UDP,DATA,77,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.153902,R-UDP,ACK,0,68,0,106,19.2345,Nao,Nao,Nao,,,10,ACK
0.153902,R-UDP,DATA,78,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.155235,R-UDP,ACK,0,69,0,106,20.4677,Nao,Nao,Nao,,,10,ACK
0.155235,R-UDP,DATA,79,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.156956,R-UDP,ACK,0,70,0,106,22.0889,Nao,Nao,Nao,,,10,ACK
0.156956,R-UDP,DATA,80,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.170016,R-UDP,ACK,0,71,0,106,22.5507,Nao,Nao,Nao,,,10,ACK
0.170016,R-UDP,DATA,81,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.170026,R-UDP,ACK,0,72,0,106,21.3633,Nao,Nao,Nao,,,10,ACK
0.170036,R-UDP,ACK,0,73,0,106,21.2733,Nao,Nao,Nao,,,10,ACK
0.170116,R-UDP,DATA,82,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.170216,R-UDP,DATA,83,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.171213,R-UDP,ACK,0,74,0,106,20.9678,Nao,Nao,Nao,,,10,ACK
0.171213,R-UDP,DATA,84,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.173382,R-UDP,ACK,0,75,0,106,23.0367,Nao,Nao,Nao,,,10,ACK
0.173382,R-UDP,DATA,85,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.173392,R-UDP,ACK,0,76,0,106,22.9467,Nao,Nao,Nao,,,10,ACK
0.173402,R-UDP,ACK,0,77,0,106,19.6044,Nao,Nao,Nao,,,10,ACK
0.173482,R-UDP,DATA,86,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.173582,R-UDP,DATA,87,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.176024,R-UDP,ACK,0,78,0,106,22.122,Nao,Nao,Nao,,,10,ACK
0.176024,R-UDP,DATA,88,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.176034,R-UDP,ACK,0,79,0,106,20.7988,Nao,Nao,Nao,,,10,ACK
0.176124,R-UDP,DATA,89,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.176443,R-UDP,ACK,0,80,0,106,19.4863,Nao,Nao,Nao,,,10,ACK
0.176443,R-UDP,DATA,90,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.190493,R-UDP,ACK,0,81,0,106,20.4777,Nao,Nao,Nao,,,10,ACK
0.190493,R-UDP,DATA,91,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.190503,R-UDP,ACK,0,82,0,106,20.3877,Nao,Nao,Nao,,,10,ACK
0.190513,R-UDP,ACK,0,83,0,106,20.2977,Nao,Nao,Nao,,,10,ACK
0.190593,R-UDP,DATA,92,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.190693,R-UDP,DATA,93,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.190764,R-UDP,ACK,0,84,0,106,19.5515,Nao,Nao,Nao,,,10,ACK
0.190793,R-UDP,DATA,94,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.192441,R-UDP,ACK,0,85,0,106,19.0591,Nao,Nao,Nao,,,10,ACK
0.192441,R-UDP,DATA,95,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.192451,R-UDP,ACK,0,86,0,106,18.9691,Nao,Nao,Nao,,,10,ACK
0.192541,R-UDP,DATA,96,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.194551,R-UDP,ACK,0,87,0,106,20.9695,Nao,Nao,Nao,,,10,ACK
0.194551,R-UDP,DATA,97,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.199313,R-UDP,ACK,0,88,0,106,23.2895,Nao,Nao,Nao,,,10,ACK
0.199313,R-UDP,DATA,98,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.199323,R-UDP,ACK,0,89,0,106,23.1995,Nao,Nao,Nao,,,10,ACK
0.199333,R-UDP,ACK,0,90,0,106,22.8908,Nao,Nao,Nao,,,10,ACK
0.199413,R-UDP,DATA,99,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.199513,R-UDP,DATA,100,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.211658,R-UDP,ACK,0,91,0,106,21.1647,Nao,Nao,Nao,,,10,ACK
0.211658,R-UDP,DATA,101,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.211674,R-UDP,ACK,0,92,0,106,21.0809,Nao,Nao,Nao,,,10,ACK
0.211758,R-UDP,DATA,102,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.212292,R-UDP,ACK,0,93,0,106,21.5981,Nao,Nao,Nao,,,10,ACK
0.212292,R-UDP,DATA,103,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.213522,R-UDP,ACK,0,94,0,106,22.7287,Nao,Nao,Nao,,,10,ACK
0.213522,R-UDP,DATA,104,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.213808,R-UDP,ACK,0,95,0,106,21.3667,Nao,Nao,Nao,,,10,ACK
0.213808,R-UDP,DATA,105,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.213818,R-UDP,ACK,0,96,0,106,21.2767,Nao,Nao,Nao,,,10,ACK
0.213908,R-UDP,DATA,106,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.214054,R-UDP,ACK,0,97,0,106,19.5029,Nao,Nao,Nao,,,10,ACK
0.214054,R-UDP,DATA,107,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.220017,R-UDP,ACK,0,98,0,106,20.7035,Nao,Nao,Nao,,,10,ACK
0.220017,R-UDP,DATA,108,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.220189,R-UDP,ACK,0,99,0,106,20.7759,Nao,Nao,Nao,,,10,ACK
0.220189,R-UDP,DATA,109,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.221329,R-UDP,ACK,0,100,0,106,21.8152,Nao,Nao,Nao,,,10,ACK
0.221329,R-UDP,DATA,110,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.232237,R-UDP,ACK,0,101,0,106,20.5785,Nao,Nao,Nao,,,10,ACK
0.232237,R-UDP,DATA,111,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.232247,R-UDP,ACK,0,102,0,106,20.4885,Nao,Nao,Nao,,,10,ACK
0.232337,R-UDP,DATA,112,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.23308,R-UDP,ACK,0,103,0,106,20.7888,Nao,Nao,Nao,,,10,ACK
0.23308,R-UDP,DATA,113,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.233467,R-UDP,ACK,0,104,0,106,19.9447,Nao,Nao,Nao,,,10,ACK
0.233467,R-UDP,DATA,114,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.233592,R-UDP,ACK,0,105,0,106,19.7847,Nao,Nao,Nao,,,10,ACK
0.233592,R-UDP,DATA,115,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.234017,R-UDP,ACK,0,106,0,106,20.109,Nao,Nao,Nao,,,10,ACK
0.234017,R-UDP,DATA,116,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.235082,R-UDP,ACK,0,107,0,106,21.0278,Nao,Nao,Nao,,,10,ACK
0.235082,R-UDP,DATA,117,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.240286,R-UDP,ACK,0,108,0,106,20.2687,Nao,Nao,Nao,,,10,ACK
0.240286,R-UDP,DATA,118,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.240296,R-UDP,ACK,0,109,0,106,20.1063,Nao,Nao,Nao,,,10,ACK
0.240386,R-UDP,DATA,119,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.242562,R-UDP,ACK,0,110,0,106,21.2335,Nao,Nao,Nao,,,10,ACK
0.242562,R-UDP,DATA,120,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.253266,R-UDP,ACK,0,111,0,106,21.0288,Nao,Nao,Nao,,,10,ACK
0.253266,R-UDP,DATA,121,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
0.254204,R-UDP,ACK,0,112,0,106,21.8669,Nao,Nao,Nao,,,10,ACK
0.254204,R-UDP,DATA,122,0,1024,1130,,Nao,Nao,Nao,,,10,DATA
