protocolo,tempo_total_s,vazao_mbps,total_pacotes_dados_enviados,total_pacotes_uteis,total_retransmissoes,total_acks_enviados,total_acks_recebidos,total_dup_acks,total_timeouts,pacotes_perdidos_dados,pacotes_perdidos_ack,taxa_perda_observada,eficiencia_dados_controle,bytes_dados_uteis,bytes_confirmados_ack,bytes_total_na_rede,overhead_pct,rtt_medio_ms,rtt_desvio_ms,rtt_min_ms,rtt_max_ms,rtt_mediana_ms,rtt_p95_ms,rtt_p99_ms,jitter_medio_ms,jitter_desvio_ms,jitter_max_ms,fast_retransmits,timeout_retransmits,slow_start_exits,rto_final_s,cwnd_final,ssthresh_final,cenario,delay_ms,taxa_perda_config,execucao_id,seed,janela_fixa
R-UDP,1185.30918,0.0675,35472,10240,25232,28394,22653,14072,2525,7078,5741,0.200717,0.409991,10485760,10485760,39799584,279.56,214.9282,22.1917,0.9806,441.7154,215.5823,236.6863,247.9237,11.5971,23.9201,251.7608,,,,,,,C,100,0.2,29,3186,10
R-UDP,1144.124915,0.0699,35348,10240,25108,28316,22777,14166,2512,7032,5539,0.197459,0.408926,10485760,10485760,39660456,278.23,213.9305,23.7107,0.041,461.4758,215.3093,235.9429,246.6115,11.6702,24.7108,392.0534,,,,,,,C,100,0.2,30,3187,10
TCP,63974.849153,0.0013,14857,10240,4617,11127,8345,3225,4144,3730,2782,0.250616,0.432783,10485760,10485760,16015846,52.74,266.6306,39.9185,190.4458,554.0735,262.5753,290.4975,509.5027,24.9843,50.8056,319.3824,473,4144,0,0.313292,6.49,2,D_estresse,125,0.25,1,6110,
TCP,63187.434317,0.0013,14844,10240,4604,11148,8326,3238,4131,3696,2822,0.250769,0.432543,10485760,10485760,16001832,52.61,267.3694,43.7841,202.4542,567.5003,262.9746,294.22,517.3755,27.6085,55.2637,345.3462,473,4131,0,3.802632,4,2,D_estresse,125,0.25,2,6111,
TCP,72904.133979,0.0011,14962,10240,4722,11210,8357,3230,4258,3752,2853,0.252369,0.433317,10485760,10485760,16129036,53.82,266.4846,39.3215,198.7683,560.2307,263.5409,290.3872,507.6003,24.7852,49.2841,341.9809,464,4258,0,1.853595,5,3.5,D_estresse,125,0.25,3,6112,
TCP,66191.233231,0.0012,14841,10240,4601,11062,8375,3322,4107,3779,2687,0.249624,0.43296,10485760,10485760,15998598,52.57,267.2406,39.9525,197.0265,544.9266,263.6631,294.7741,510.9475,25.2494,51.0329,330.6693,494,4107,0,0.691478,2,2.12,D_estresse,125,0.25,4,6113,
TCP,61361.182392,0.0013,14727,10240,4487,11095,8361,3222,3988,3632,2734,0.246534,0.430828,10485760,10485760,15875706,51.4,267.1237,38.896,200.6245,576.7917,263.6587,293.6737,512.1419,24.1663,49.2037,316.101,499,3988,0,10.649682,3,2,D_estresse,125,0.25,5,6114,
TCP,66231.880718,0.0012,14921,10240,4681,11141,8360,3256,4198,3780,2781,0.251746,0.433473,10485760,10485760,16084838,53.4,267.6366,41.6994,198.2884,571.9454,263.1753,294.9062,512.9778,26.298,52.7872,326.7946,483,4198,0,0.326708,8.07,2,D_estresse,125,0.25,6,6115,
TCP,58809.545984,0.0014,14732,10240,4492,11060,8298,3241,4022,3672,2762,0.249457,0.43215,10485760,10485760,15881096,51.45,267.3129,40.1229,196.895,558.7232,263.3542,294.3267,514.9234,25.4481,50.7258,319.0253,470,4022,0,0.601706,2,2,D_estresse,125,0.25,7,6116,
TCP,61568.243014,0.0013,14750,10240,4510,11103,8397,3190,4055,3647,2706,0.245736,0.430657,10485760,10485760,15900500,51.64,266.951,40.6328,206.9056,562.7389,262.8312,293.6001,510.7751,24.8435,51.7329,318.6245,455,4055,0,22.656033,2,2,D_estresse,125,0.25,8,6117,
TCP,67306.717342,0.0012,14776,10240,4536,11118,8296,3175,4050,3658,2822,0.250251,0.432173,10485760,10485760,15928528,51.91,266.4303,40.7586,197.0436,557.9041,262.5773,293.0535,511.2037,26.0038,51.4902,318.2514,486,4050,0,0.752573,4,2.6,D_estresse,125,0.25,9,6118,
TCP,68120.030054,0.0012,14876,10240,4636,11149,8349,3082,4212,3727,2800,0.250797,0.432769,10485760,10485760,16036328,52.93,265.642,38.5762,196.4503,573.4451,262.1166,292.9441,505.5576,23.7668,48.654,347.6122,424,4212,0,0.324794,7.53,3.3,D_estresse,125,0.25,10,6119,
TCP,65284.583142,0.0012,14735,10240,4495,11074,8280,3244,4021,3661,2794,0.250107,0.432251,10485760,10485760,15884330,51.48,266.3047,37.7306,195.3511,561.8072,262.9946,291.4279,509.9839,23.4576,47.3604,325.5792,474,4021,0,42.216816,2,2,D_estresse,125,0.25,11,6120,
TCP,59377.604377,0.0013,14687,10240,4447,11096,8327,3321,3941,3591,2769,0.246674,0.430578,10485760,10485760,15832586,50.99,267.7716,41.6873,193.574,571.9309,263.8151,295.6031,516.8232,25.8133,52.2499,346.568,506,3941,0,2.407619,2,2,D_estresse,125,0.25,12,6121,
TCP,65913.547929,0.0012,14760,10240,4520,11087,8332,3326,4038,3673,2755,0.248694,0.431844,10485760,10485760,15911280,51.74,265.22,36.3377,196.8944,560.6444,261.26,292.1862,498.3353,22.543,45.4457,327.4579,482,4038,0,0.348709,4.45,2,D_estresse,125,0.25,13,6122,
TCP,60896.777279,0.0013,14547,10240,4307,11078,8277,3319,3780,3469,2801,0.244683,0.42909,10485760,10485760,15681666,49.55,267.357,39.0555,204.5433,557.0999,263.5667,294.3272,516.0435,24.3569,49.0116,314.7939,527,3780,0,1.584564,3,2,D_estresse,125,0.25,14,6123,
TCP,66493.414644,0.0012,14825,10240,4585,11150,8369,3373,4063,3675,2781,0.248547,0.431662,10485760,10485760,15981350,52.41,266.4383,37.6683,200.1031,565.464,262.9131,293.1749,500.3788,23.695,47.1827,301.1384,522,4063,0,1.640821,3,2,D_estresse,125,0.25,15,6124,
TCP,71343.483573,0.0011,14988,10240,4748,11220,8379,3264,4276,3768,2841,0.252175,0.433342,10485760,10485760,16157064,54.09,265.6066,36.5713,193.551,556.7649,262.0894,292.6473,498.5818,23.3757,45.4051,309.246,472,4276,0,1.253305,5,2,D_estresse,125,0.25,16,6125,
TCP,66168.824557,0.0012,14714,10240,4474,11098,8287,3233,4018,3616,2811,0.248993,0.431508,10485760,10485760,15861692,51.27,267.2387,40.388,199.8713,578.7711,262.779,293.5443,514.0338,25.3455,51.0748,321.3909,456,4018,0,1.32884,5,2,D_estresse,125,0.25,17,6126,
TCP,64295.584968,0.0012,14880,10240,4640,11144,8350,3193,4169,3736,2794,0.250922,0.432885,10485760,10485760,16040640,52.98,265.6519,37.1524,192.4659,565.0377,262.7025,292.374,504.4146,23.5503,46.176,329.9676,471,4169,0,0.599045,6,3.23,D_estresse,125,0.25,18,6127,
TCP,61401.52414,0.0013,14746,10240,4506,11108,8417,3354,3979,3638,2691,0.244798,0.430276,10485760,10485760,15896188,51.6,266.4357,38.8293,205.7337,561.9023,263.6257,292.7168,512.6477,23.6643,48.4983,297.6846,527,3979,0,2.572857,2,2,D_estresse,125,0.25,19,6128,
TCP,60151.870036,0.0013,14670,10240,4430,11094,8298,3268,3923,3576,2796,0.247322,0.430685,10485760,10485760,15814260,50.82,266.6386,41.2292,185.2081,573.8898,262.3217,293.28,512.3875,25.8464,51.759,343.8097,507,3923,0,2.582922,2,2,D_estresse,125,0.25,20,6129,
TCP,73780.68002,0.0011,14932,10240,4692,11150,8387,3303,4196,3782,2763,0.250939,0.433201,10485760,10485760,16096696,53.51,266.4512,37.8587,196.6354,584.3352,262.8417,294.7787,509.4229,23.6458,47.2083,341.8203,496,4196,0,1.438858,2,2,D_estresse,125,0.25,21,6130,
TCP,67690.320786,0.0012,14876,10240,4636,11121,8313,3259,4163,3755,2808,0.252452,0.433576,10485760,10485760,16036328,52.93,266.227,40.1749,197.4427,554.3289,262.2655,295.2555,511.4688,25.9697,50.691,313.6651,473,4163,0,4.743029,2,2,D_estresse,125,0.25,22,6131,
TCP,64736.885426,0.0012,14798,10240,4558,11139,8370,3193,4078,3659,2769,0.247831,0.431341,10485760,10485760,15952244,52.13,266.3091,39.5265,194.5169,558.6773,263.1735,293.3021,507.3134,24.5344,49.2303,305.5815,480,4078,0,41.154348,2,2,D_estresse,125,0.25,23,6132,
TCP,69124.345692,0.0012,14950,10240,4710,11164,8397,3323,4202,3786,2767,0.250938,0.433195,10485760,10485760,16116100,53.7,265.8758,38.5507,176.9757,574.9024,262.8264,292.2379,506.7297,24.1526,47.6404,320.5798,508,4202,0,60.0,4,2,D_estresse,125,0.25,24,6133,
TCP,59961.524839,0.0013,14707,10240,4467,11104,8292,3211,3981,3603,2812,0.248537,0.431252,10485760,10485760,15854146,51.2,266.5194,39.344,201.5457,554.8984,262.4064,292.7946,506.563,24.432,49.6084,315.7274,486,3981,0,2.527795,3,2.5,D_estresse,125,0.25,25,6134,
TCP,73694.422421,0.0011,15037,10240,4797,11218,8328,3082,4374,3819,2890,0.255532,0.434809,10485760,10485760,16209886,54.59,266.9084,41.7165,199.9965,587.0441,262.3041,291.624,509.6944,26.4542,52.6419,358.5792,423,4374,0,43.602488,4,2,D_estresse,125,0.25,26,6135,
TCP,62189.700158,0.0013,14746,10240,4506,11077,8345,3352,3983,3669,2732,0.24788,0.431573,10485760,10485760,15896188,51.6,267.9976,44.224,194.951,594.8302,262.7465,296.48,521.7244,27.4838,55.402,370.4656,523,3983,0,9.68671,2,2,D_estresse,125,0.25,27,6136,
TCP,70437.848643,0.0011,14832,10240,4592,11128,8324,3361,4078,3704,2804,0.250693,0.432622,10485760,10485760,15988896,52.48,267.4966,40.6666,196.3807,557.1492,263.1284,294.8505,509.3706,25.5336,51.1152,305.1315,514,4078,0,0.350163,6.1,2,D_estresse,125,0.25,28,6137,
TCP,73115.584197,0.0011,14916,10240,4676,11168,8456,3284,4187,3748,2712,0.247661,0.431847,10485760,10485760,16079448,53.35,265.3335,33.4963,193.3032,585.5388,262.9475,292.3015,492.94,20.9256,41.1714,321.8309,489,4187,0,0.302784,5.76,2.35,D_estresse,125,0.25,29,6138,
TCP,73170.850334,0.0011,14935,10240,4695,11191,8390,3321,4185,3744,2801,0.250517,0.432698,10485760,10485760,16099930,53.54,266.7913,40.2454,196.4308,563.9884,262.4536,295.3468,506.8716,24.9852,50.6309,308.7229,510,4185,0,21.68316,2,2,D_estresse,125,0.25,30,6139,
R-UDP,1915.22622,0.0418,45251,10240,35011,34019,25541,17173,3502,11232,8478,0.248644,0.431739,10485760,10485760,50771622,384.2,267.4588,30.5823,0.9938,576.299,268.3161,295.1337,311.7347,16.2793,33.1985,326.1032,,,,,,,D_estresse,125,0.25,1,6110,10
R-UDP,1907.491771,0.0419,45135,10240,34895,33848,25415,17144,3492,11287,8433,0.249674,0.432336,10485760,10485760,50641470,382.95,267.5285,30.7216,2.4209,574.8953,268.0264,294.8977,310.3135,15.9827,32.7977,329.5238,,,,,,,D_estresse,125,0.25,2,6111,10
R-UDP,1939.548146,0.0412,44209,10240,33969,33180,24837,16573,3398,11029,8343,0.25032,0.432463,10485760,10485760,49602498,373.05,267.4162,27.6931,0.8122,571.9034,268.085,294.8823,308.8403,15.9145,30.0677,323.2749,,,,,,,D_estresse,125,0.25,3,6112,10
R-UDP,1913.355738,0.0418,44662,10240,34422,33562,25164,16874,3445,11100,8398,0.249259,0.431984,10485760,10485760,50110764,377.89,267.7845,28.5049,2.8459,580.9212,267.6951,294.6422,308.2443,16.3166,32.3261,317.1591,,,,,,,D_estresse,125,0.25,4,6113,10
R-UDP,1936.16805,0.0413,45038,10240,34798,33758,25432,17081,3483,11272,8326,0.248718,0.43211,10485760,10485760,50532636,381.92,267.1572,32.8022,1.7374,572.8643,268.2993,295.2243,309.9863,16.599,33.5312,346.6936,,,,,,,D_estresse,125,0.25,5,6114,10
R-UDP,1957.965185,0.0409,45815,10240,35575,34122,25585,17305,3558,11684,8537,0.252962,0.434175,10485760,10485760,51404430,390.23,267.3524,30.4144,1.7752,564.524,267.8299,294.9453,309.2525,16.7137,33.5682,336.7525,,,,,,,D_estresse,125,0.25,6,6115,10
R-UDP,1858.854305,0.043,44850,10240,34610,33636,25269,16906,3463,11214,8367,0.249484,0.432268,10485760,10485760,50321700,379.91,267.3607,30.2972,0.0333,552.8968,268.5529,294.9014,309.3444,16.3641,32.8917,308.1511,,,,,,,D_estresse,125,0.25,7,6116,10
R-UDP,1895.84399,0.0422,44334,10240,34094,33290,25104,16783,3411,11039,8186,0.247668,0.431567,10485760,10485760,49742748,374.38,267.0384,31.9539,0.7514,583.9352,267.7969,294.3496,310.5929,16.9506,33.9403,325.7915,,,,,,,D_estresse,125,0.25,8,6117,10
R-UDP,1894.546818,0.0422,44026,10240,33786,32974,24710,16345,3384,11045,8264,0.250766,0.432858,10485760,10485760,49397172,371.09,267.2596,28.9249,0.2928,560.1147,267.6014,294.1671,308.549,15.8412,31.2125,361.2629,,,,,,,D_estresse,125,0.25,9,6118,10
R-UDP,1885.34474,0.0424,44573,10240,34333,33235,24841,16542,3435,11338,8394,0.253599,0.434227,10485760,10485760,50010906,376.94,266.5402,30.8135,0.6517,568.4054,267.2413,293.9586,308.8146,16.4833,33.969,332.2474,,,,,,,D_estresse,125,0.25,10,6119,10
R-UDP,1888.671697,0.0424,44609,10240,34369,33298,24938,16607,3438,11305,8360,0.252416,0.43375,10485760,10485760,50051298,377.33,267.4942,28.6384,0.3754,563.9812,267.6973,293.4399,310.9461,16.2422,32.3459,337.5825,,,,,,,D_estresse,125,0.25,11,6120,10
R-UDP,1873.293404,0.0427,44865,10240,34625,33756,25400,17093,3463,11109,8356,0.24758,0.431307,10485760,10485760,50338530,380.07,267.5428,27.3956,4.6377,582.5827,267.9367,294.365,307.3394,16.0807,30.8995,329.0499,,,,,,,D_estresse,125,0.25,12,6121,10
R-UDP,1982.47804,0.0404,45750,10240,35510,34324,25676,17357,3551,11426,8648,0.250693,0.432624,10485760,10485760,51331500,389.54,267.7776,29.0644,3.2776,583.1996,267.9694,295.0982,312.7727,16.5459,32.2534,359.0407,,,,,,,D_estresse,125,0.25,13,6122,10
R-UDP,1871.915729,0.0427,43624,10240,33384,32831,24565,16335,3339,10785,8266,0.249179,0.431835,10485760,10485760,48946128,366.79,267.6828,27.9418,9.5939,569.6151,268.1547,294.5322,311.1327,15.9161,30.9556,319.5125,,,,,,,D_estresse,125,0.25,14,6123,10
R-UDP,1856.402405,0.0431,43427,10240,33187,32618,24525,16189,3320,10809,8093,0.248563,0.431809,10485760,10485760,48725094,364.68,268.0941,28.422,0.5511,588.7126,268.778,294.5367,307.6329,15.9008,31.7203,305.5978,,,,,,,D_estresse,125,0.25,15,6124,10
R-UDP,1920.557749,0.0417,44540,10240,34300,33245,24891,16560,3431,11295,8354,0.252607,0.433792,10485760,10485760,49973880,376.59,267.1158,29.3629,3.358,559.4246,267.3508,294.0033,307.96,16.1107,32.4569,489.7376,,,,,,,D_estresse,125,0.25,16,6125,10
R-UDP,1895.196695,0.0422,44033,10240,33793,33071,24754,16431,3380,10962,8317,0.250039,0.432298,10485760,10485760,49405026,371.16,267.0319,32.9836,1.581,570.7596,267.7399,296.2787,313.2821,16.8462,34.6432,461.2028,,,,,,,D_estresse,125,0.25,17,6126,10
R-UDP,1883.36273,0.0425,44380,10240,34140,33260,24798,16510,3414,11113,8462,0.252125,0.433238,10485760,10485760,49794360,374.88,267.3015,26.5551,0.4328,571.1671,268.1449,293.9605,307.372,15.7704,29.5461,308.5235,,,,,,,D_estresse,125,0.25,18,6127,10
R-UDP,1912.730054,0.0418,43675,10240,33435,32872,24667,16288,3344,10803,8205,0.248318,0.431511,10485760,10485760,49003350,367.33,267.9897,32.0382,0.4625,572.845,268.1823,296.2598,311.1977,16.8303,35.2874,368.872,,,,,,,D_estresse,125,0.25,19,6128,10
R-UDP,1919.579421,0.0417,44347,10240,34107,33322,25094,16733,3413,11017,8228,0.247782,0.431546,10485760,10485760,49757334,374.52,267.8031,29.9691,1.7396,606.675,267.7669,295.2283,311.5642,16.5234,33.5857,353.2603,,,,,,,D_estresse,125,0.25,20,6129,10
R-UDP,1870.914645,0.0428,43982,10240,33742,33033,24846,16525,3375,10949,8187,0.248471,0.431784,10485760,10485760,49347804,370.62,266.7413,28.9887,2.2581,569.1365,268.184,295.2045,308.7195,15.4628,28.9641,332.2579,,,,,,,D_estresse,125,0.25,21,6130,10
R-UDP,1899.431864,0.0421,44581,10240,34341,33414,25176,16827,3438,11167,8238,0.248798,0.432108,10485760,10485760,50019882,377.03,266.5036,29.5555,1.8691,573.4173,266.696,293.8456,310.4805,16.4096,32.7705,326.8817,,,,,,,D_estresse,125,0.25,22,6131,10
R-UDP,1800.577805,0.0444,42742,10240,32502,32228,24190,15939,3251,10501,8038,0.247286,0.431041,10485760,10485760,47956524,357.35,266.9132,31.7196,0.1984,550.1481,268.4598,294.1468,306.8582,16.1566,32.928,530.1564,,,,,,,D_estresse,125,0.25,23,6132,10
R-UDP,1884.874066,0.0424,44937,10240,34697,33697,25352,17061,3471,11233,8345,0.248976,0.432145,10485760,10485760,50419314,380.84,265.9018,33.3491,0.0289,577.1497,266.8393,294.8064,311.5144,17.4682,35.6566,335.3408,,,,,,,D_estresse,125,0.25,24,6133,10
R-UDP,1867.667937,0.0428,43678,10240,33438,32810,24517,16257,3346,10868,8293,0.25051,0.432434,10485760,10485760,49006716,367.36,267.4378,28.4941,0.9813,560.9565,268.2193,293.6828,310.1869,15.6923,30.5292,329.2719,,,,,,,D_estresse,125,0.25,25,6134,10
R-UDP,1939.992108,0.0412,44093,10240,33853,32898,24715,16374,3388,11189,8182,0.251601,0.433534,10485760,10485760,49472346,371.81,267.7632,28.1362,0.1751,566.4806,268.3694,294.6421,308.9573,16.1148,31.9685,339.3432,,,,,,,D_estresse,125,0.25,26,6135,10
R-UDP,1872.368403,0.0427,44132,10240,33892,33064,24844,16489,3391,11068,8220,0.249858,0.432497,10485760,10485760,49516104,372.22,267.7494,27.2019,0.8256,585.6603,267.8113,294.9606,309.1327,15.9522,30.4649,332.4984,,,,,,,D_estresse,125,0.25,27,6136,10
R-UDP,1978.990427,0.0404,45632,10240,35392,34087,25529,17242,3540,11539,8558,0.252098,0.433566,10485760,10485760,51199104,388.27,267.6762,27.4611,1.8096,576.5284,267.8878,294.0172,309.3536,16.388,31.6806,352.509,,,,,,,D_estresse,125,0.25,28,6137,10
R-UDP,1876.935862,0.0426,43977,10240,33737,32919,24753,16479,3378,11058,8166,0.25,0.432636,10485760,10485760,49342194,370.56,267.4692,29.5039,1.0601,568.5171,268.5525,293.8348,308.6202,16.2876,32.7104,341.2839,,,,,,,D_estresse,125,0.25,29,6138,10
R-UDP,1910.527431,0.0419,44683,10240,34443,33332,25185,16841,3445,11343,8147,0.249824,0.432975,10485760,10485760,50134326,378.12,267.9077,31.2624,3.2152,560.533,268.092,295.0984,312.0881,16.5261,34.5547,311.819,,,,,,,D_estresse,125,0.25,30,6139,10
