timestamp,protocolo,ip_origem,porta_origem,ip_destino,porta_destino,tamanho_pacote,tamanho_payload,ip_ttl,flags_tcp,numero_sequencia_tcp,numero_ack_tcp,tamanho_janela_tcp,auth_header_presente
1779981317.824773,UDP,172.18.0.2,5000,172.18.0.4,38281,106,64,64,,,,,Sim
1779981317.825151,UDP,172.18.0.4,38281,172.18.0.2,5000,1130,1088,64,,,,,Sim
1779981317.825241,UDP,172.18.0.2,5000,172.18.0.4,38281,106,64,64,,,,,Sim
1779981317.826215,UDP,172.18.0.4,38281,172.18.0.2,5000,1130,1088,64,,,,,Sim
1779981317.826535,UDP,172.18.0.2,5000,172.18.0.4,38281,106,64,64,,,,,Sim
1779981317.827218,UDP,172.18.0.4,38281,172.18.0.2,5000,1130,1088,64,,,,,Sim
1779981317.827299,UDP,172.18.0.2,5000,172.18.0.4,38281,106,64,64,,,,,Sim
1779981317.828189,UDP,172.18.0.4,38281,172.18.0.2,5000,1130,1088,64,,,,,Sim
1779981317.828267,UDP,172.18.0.2,5000,172.18.0.4,38281,106,64,64,,,,,Sim
1779981317.829381,UDP,172.18.0.4,38281,172.18.0.2,5000,1130,1088,64,,,,,Sim
1779981317.829493,UDP,172.18.0.2,5000,172.18.0.4,38281,106,64,64,,,,,Sim
1779981317.8307,UDP,172.18.0.4,38281,172.18.0.2,5000,1130,1088,64,,,,,Sim
1779981317.831289,UDP,172.18.0.2,5000,172.18.0.4,38281,106,64,64,,,,,Sim
1779981317.831692,UDP,172.18.0.4,38281,172.18.0.2,5000,1130,1088,64,,,,,Sim
1779981317.83181,UDP,172.18.0.2,5000,172.18.0.4,38281,106,64,64,,,,,Sim
1779981317.832686,UDP,172.18.0.4,38281,172.18.0.2,5000,1130,1088,64,,,,,Sim
1779981317.832777,UDP,172.18.0.2,5000,172.18.0.4,38281,106,64,64,,,,,Sim
1779981317.833595,UDP,172.18.0.4,38281,172.18.0.2,5000,1130,1088,64,,,,,Sim
1779981317.833659,UDP,172.18.0.2,5000,172.18.0.4,38281,106,64,64,,,,,Sim
1779981317.836362,UDP,172.18.0.4,38281,172.18.0.2,5000,1130,1088,64,,,,,Sim
1779981317.83675,UDP,172.18.0.4,38281,172.18.0.2,5000,1130,1088,64,,,,,Sim
1779981317.836825,UDP,172.18.0.2,5000,172.18.0.4,38281,106,64,64,,,,,Sim
1779981317.836887,UDP,172.18.0.2,5000,172.18.0.4,38281,106,64,64,,,,,Sim
1779981317.837581,UDP,172.18.0.4,38281,172.18.0.2,5000,1130,1088,64,,,,,Sim
1779981317.837648,UDP,172.18.0.2,5000,172.18.0.4,38281,106,64,64,,,,,Sim
1779981317.838559,UDP,172.18.0.4,38281,172.18.0.2,5000,1130,1088,64,,,,,Sim
1779981317.838695,UDP,172.18.0.2,5000,172.18.0.4,38281,106,64,64,,,,,Sim
1779981317.839564,UDP,172.18.0.4,38281,172.18.0.2,5000,1130,1088,64,,,,,Sim
1779981317.839953,UDP,172.18.0.2,5000,172.18.0.4,38281,106,64,64,,,,,Sim
1779981317.84053,UDP,172.18.0.4,38281,172.18.0.2,5000,1130,1088,64,,,,,Sim
1779981317.840586,UDP,172.18.0.2,5000,172.18.0.4,38281,106,64,64,,,,,Sim
1779981317.843363,UDP,172.18.0.4,38281,172.18.0.2,5000,1130,1088,64,,,,,Sim
1779981317.843428,UDP,172.18.0.2,5000,172.18.0.4,38281,106,64,64,,,,,Sim
1779981317.843732,UDP,172.18.0.4,38281,172.18.0.2,5000,1130,1088,64,,,,,Sim
1779981317.843831,UDP,172.18.0.2,5000,172.18.0.4,38281,106,64,64,,,,,Sim
1779981317.845408,UDP,172.18.0.4,38281,172.18.0.2,5000,1130,1088,64,,,,,Sim
1779981317.845827,UDP,172.18.0.4,38281,172.18.0.2,5000,1130,1088,64,,,,,Sim
1779981317.845865,UDP,172.18.0.2,5000,172.18.0.4,38281,106,64,64,,,,,Sim
1779981317.845925,UDP,172.18.0.2,5000,172.18.0.4,38281,106,64,64,,,,,Sim
1779981317.849525,UDP,172.18.0.4,38281,172.18.0.2,5000,1130,1088,64,,,,,Sim
1779981317.849687,UDP,172.18.0.2,5000,172.18.0.4,38281,106,64,64,,,,,Sim
1779981317.849981,UDP,172.18.0.4,38281,172.18.0.2,5000,1130,1088,64,,,,,Sim
1779981317.85006,UDP,172.18.0.2,5000,172.18.0.4,38281,106,64,64,,,,,Sim
